"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2000"	"2000"	2719	88479	3073.0	2957.5	3188.6	58.9
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2001"	"2001"	2707	95375	2838.3	2731.3	2945.2	54.6
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2002"	"2002"	2582	88932	2903.3	2791.4	3015.3	57.1
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2003"	"2003"	2561	91448	2800.5	2692.0	2909.0	55.3
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2004"	"2004"	2543	94818	2682.0	2577.7	2786.2	53.2
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2005"	"2005"	2491	94147	2645.9	2542.0	2749.8	53.0
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2006"	"2006"	2444	101495	2408.0	2312.5	2503.5	48.7
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2007"	"2007"	2359	99876	2361.9	2266.6	2457.2	48.6
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2008"	"2008"	2315	98580	2348.3	2252.7	2444.0	48.8
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2009"	"2009"	2479	103328	2399.2	2304.7	2493.6	48.2
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2010"	"2010"	2409	102154	2358.2	2264.0	2452.4	48.0
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2011"	"2011"	2487	111593	2228.6	2141.0	2316.2	44.7
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2012"	"2012"	2606	112332	2319.9	2230.8	2409.0	45.4
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2013"	"2013"	2723	116282	2341.7	2253.8	2429.7	44.9
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2014"	"2014"	2906	127163	2285.3	2202.2	2368.3	42.4
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2015"	"2015"	2827	126794	2229.6	2147.4	2311.8	41.9
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2016"	"2016"	2915	133294	2186.9	2107.5	2266.3	40.5
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2017"	"2017"	2762	132061	2091.5	2013.5	2169.5	39.8
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2018"	"2018"	3504	161669	2167.4	2095.6	2239.2	36.6
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2019"	"2019"	3548	168294	2108.2	2038.8	2177.6	35.4
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	"2020 "	"2020"	4827	175050	2757.5	2679.7	2835.3	39.7
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"1999"	"1999"	3056	86714	3524.2	3399.3	3649.2	63.8
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2000"	"2000"	2911	88207	3300.2	3180.3	3420.1	61.2
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2001"	"2001"	2763	87108	3171.9	3053.7	3290.2	60.3
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2002"	"2002"	2785	92907	2997.6	2886.3	3109.0	56.8
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2003"	"2003"	2594	86458	3000.3	2884.8	3115.8	58.9
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2004"	"2004"	2618	88719	2950.9	2837.9	3063.9	57.7
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2005"	"2005"	2585	91831	2815.0	2706.4	2923.5	55.4
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2006"	"2006"	2549	91053	2799.5	2690.8	2908.1	55.4
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2007"	"2007"	2687	98030	2741.0	2637.4	2844.6	52.9
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2008"	"2008"	2509	96276	2606.0	2504.1	2708.0	52.0
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2009"	"2009"	2377	94872	2505.5	2404.8	2606.2	51.4
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2010"	"2010"	2504	98773	2535.1	2435.8	2634.4	50.7
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2011"	"2011"	2475	100775	2456.0	2359.2	2552.7	49.4
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2012"	"2012"	2658	108456	2450.8	2357.6	2543.9	47.5
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2013"	"2013"	2659	109801	2421.7	2329.6	2513.7	47.0
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2014"	"2014"	2771	113901	2432.8	2342.2	2523.4	46.2
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2015"	"2015"	3018	124557	2423.0	2336.5	2509.4	44.1
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2016"	"2016"	2934	124071	2364.8	2279.2	2450.3	43.7
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2017"	"2017"	3027	130749	2315.1	2232.6	2397.6	42.1
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2018"	"2018"	3186	129134	2467.2	2381.5	2552.9	43.7
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2019"	"2019"	3533	158353	2231.1	2157.5	2304.7	37.5
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	"2020 "	"2020"	4790	164656	2909.1	2826.7	2991.5	42.0
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"1999"	"1999"	3105	82689	3755.0	3623.0	3887.1	67.4
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2000"	"2000"	2962	84079	3522.9	3396.0	3649.7	64.7
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2001"	"2001"	2944	85352	3449.2	3324.6	3573.8	63.6
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2002"	"2002"	2857	84932	3363.9	3240.5	3487.2	62.9
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2003"	"2003"	2883	90647	3180.5	3064.4	3296.6	59.2
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2004"	"2004"	2596	84392	3076.1	2957.8	3194.5	60.4
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2005"	"2005"	2659	86707	3066.6	2950.1	3183.2	59.5
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2006"	"2006"	2634	89847	2931.7	2819.7	3043.6	57.1
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2007"	"2007"	2570	89170	2882.1	2770.7	2993.6	56.9
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2008"	"2008"	2631	96069	2738.7	2634.0	2843.3	53.4
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2009"	"2009"	2531	94460	2679.4	2575.1	2783.8	53.3
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2010"	"2010"	2519	92076	2735.8	2628.9	2842.6	54.5
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2011"	"2011"	2523	97404	2590.2	2489.2	2691.3	51.6
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2012"	"2012"	2530	97773	2587.6	2486.8	2688.5	51.4
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2013"	"2013"	2667	105796	2520.9	2425.2	2616.6	48.8
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2014"	"2014"	2777	107418	2585.2	2489.1	2681.4	49.1
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2015"	"2015"	2907	111354	2610.6	2515.7	2705.5	48.4
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2016"	"2016"	3165	121610	2602.6	2511.9	2693.3	46.3
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2017"	"2017"	3099	121476	2551.1	2461.3	2640.9	45.8
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2018"	"2018"	3142	127607	2462.2	2376.2	2548.3	43.9
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2019"	"2019"	3214	126259	2545.6	2457.6	2633.6	44.9
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	"2020 "	"2020"	4674	154613	3023.0	2936.4	3109.7	44.2
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"1999"	"1999"	3275	80621	4062.2	3923.1	4201.3	71.0
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2000"	"2000"	3113	83310	3736.6	3605.4	3867.9	67.0
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2001"	"2001"	3040	82410	3688.9	3557.7	3820.0	66.9
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2002"	"2002"	2980	82648	3605.7	3476.2	3735.1	66.1
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2003"	"2003"	2925	82100	3562.7	3433.6	3691.8	65.9
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2004"	"2004"	2953	87505	3374.7	3252.9	3496.4	62.1
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2005"	"2005"	2707	81339	3328.0	3202.7	3453.4	64.0
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2006"	"2006"	2570	83504	3077.7	2958.7	3196.7	60.7
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2007"	"2007"	2707	86426	3132.2	3014.2	3250.2	60.2
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2008"	"2008"	2750	85667	3210.1	3090.1	3330.1	61.2
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2009"	"2009"	2734	92189	2965.6	2854.5	3076.8	56.7
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2010"	"2010"	2681	91248	2938.1	2826.9	3049.4	56.7
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2011"	"2011"	2664	90970	2928.4	2817.2	3039.6	56.7
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2012"	"2012"	2640	94314	2799.2	2692.4	2905.9	54.5
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2013"	"2013"	2791	95151	2933.2	2824.4	3042.1	55.5
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2014"	"2014"	2646	103322	2560.9	2463.3	2658.5	49.8
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2015"	"2015"	2865	104794	2733.9	2633.8	2834.0	51.1
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2016"	"2016"	3006	108448	2771.8	2672.7	2870.9	50.6
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2017"	"2017"	3311	118867	2785.5	2690.6	2880.3	48.4
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2018"	"2018"	3272	118299	2765.9	2671.1	2860.6	48.4
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2019"	"2019"	3277	124569	2630.7	2540.6	2720.7	46.0
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	"2020 "	"2020"	4176	122911	3397.6	3294.5	3500.6	52.6
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"1999"	"1999"	3261	79329	4110.7	3969.6	4251.8	72.0
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2000"	"2000"	3417	79085	4320.7	4175.8	4465.5	73.9
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2001"	"2001"	3282	79313	4138.0	3996.5	4279.6	72.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2002"	"2002"	3217	79199	4061.9	3921.6	4202.3	71.6
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2003"	"2003"	3028	79206	3822.9	3686.8	3959.1	69.5
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2004"	"2004"	2948	78474	3756.7	3621.0	3892.3	69.2
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2005"	"2005"	2952	83467	3536.7	3409.1	3664.3	65.1
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2006"	"2006"	2671	77442	3449.0	3318.2	3579.8	66.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2007"	"2007"	2773	79351	3494.6	3364.5	3624.7	66.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2008"	"2008"	2778	81909	3391.6	3265.4	3517.7	64.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2009"	"2009"	2726	80979	3366.3	3239.9	3492.7	64.5
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2010"	"2010"	2724	86486	3149.6	3031.4	3267.9	60.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2011"	"2011"	2794	89046	3137.7	3021.4	3254.1	59.4
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2012"	"2012"	2624	87804	2988.5	2874.1	3102.8	58.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2013"	"2013"	2794	91656	3048.4	2935.3	3161.4	57.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2014"	"2014"	2791	92747	3009.3	2897.6	3120.9	57.0
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2015"	"2015"	3073	100550	3056.2	2948.1	3164.2	55.1
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2016"	"2016"	3124	101849	3067.3	2959.7	3174.8	54.9
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2017"	"2017"	3229	105838	3050.9	2945.7	3156.1	53.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2018"	"2018"	3469	115569	3001.7	2901.8	3101.6	51.0
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2019"	"2019"	3355	115227	2911.6	2813.1	3010.2	50.3
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	"2020 "	"2020"	4202	121057	3471.1	3366.1	3576.0	53.5
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"1999"	"1999"	3339	71886	4644.9	4487.3	4802.4	80.4
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2000"	"2000"	3306	72734	4545.3	4390.4	4700.3	79.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2001"	"2001"	3358	77599	4327.4	4181.0	4473.7	74.7
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2002"	"2002"	3340	76573	4361.9	4213.9	4509.8	75.5
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2003"	"2003"	3192	76634	4165.3	4020.8	4309.8	73.7
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2004"	"2004"	3148	76775	4100.3	3957.1	4243.5	73.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2005"	"2005"	3008	76266	3944.1	3803.1	4085.0	71.9
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2006"	"2006"	2981	81338	3665.0	3533.4	3796.5	67.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2007"	"2007"	2779	75660	3673.0	3536.4	3809.6	69.7
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2008"	"2008"	2776	77727	3571.5	3438.6	3704.3	67.8
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2009"	"2009"	2809	80425	3492.7	3363.5	3621.9	65.9
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2010"	"2010"	2792	78776	3544.2	3412.8	3675.7	67.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2011"	"2011"	2855	84888	3363.3	3239.9	3486.6	62.9
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2012"	"2012"	2868	85738	3345.1	3222.6	3467.5	62.5
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2013"	"2013"	2791	85190	3276.2	3154.7	3397.8	62.0
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2014"	"2014"	2951	89154	3310.0	3190.6	3429.4	60.9
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2015"	"2015"	3021	90059	3354.5	3234.8	3474.1	61.0
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2016"	"2016"	3147	97489	3228.1	3115.3	3340.8	57.5
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2017"	"2017"	3207	99236	3231.7	3119.8	3343.5	57.1
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2018"	"2018"	3407	102672	3318.3	3206.9	3429.8	56.9
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2019"	"2019"	3604	112348	3207.9	3103.2	3312.6	53.4
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	"2020 "	"2020"	4511	111679	4039.3	3921.4	4157.1	60.1
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"1999"	"1999"	3388	69958	4842.9	4679.8	5006.0	83.2
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2000"	"2000"	3302	68987	4786.4	4623.1	4949.7	83.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2001"	"2001"	3292	70349	4679.5	4519.7	4839.4	81.6
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2002"	"2002"	3487	74122	4704.4	4548.3	4860.6	79.7
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2003"	"2003"	3391	72990	4645.8	4489.5	4802.2	79.8
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2004"	"2004"	3214	72902	4408.7	4256.2	4561.1	77.8
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2005"	"2005"	3181	72945	4360.8	4209.3	4512.4	77.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2006"	"2006"	3007	72411	4152.7	4004.3	4301.1	75.7
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2007"	"2007"	3085	77162	3998.1	3857.0	4139.2	72.0
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2008"	"2008"	2965	71654	4137.9	3989.0	4286.9	76.0
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2009"	"2009"	2822	73522	3838.3	3696.7	3979.9	72.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2010"	"2010"	2899	77384	3746.3	3609.9	3882.6	69.6
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2011"	"2011"	2843	77133	3685.8	3550.4	3821.3	69.1
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2012"	"2012"	2889	81554	3542.4	3413.3	3671.6	65.9
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2013"	"2013"	2989	82905	3605.3	3476.1	3734.6	65.9
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2014"	"2014"	3066	82586	3712.5	3581.1	3843.9	67.0
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2015"	"2015"	3068	86306	3554.8	3429.0	3680.6	64.2
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2016"	"2016"	3098	86987	3561.5	3436.0	3686.9	64.0
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2017"	"2017"	3367	94706	3555.2	3435.1	3675.3	61.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2018"	"2018"	3299	96025	3435.6	3318.3	3552.8	59.8
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2019"	"2019"	3463	99578	3477.7	3361.8	3593.5	59.1
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	"2020 "	"2020"	4857	108558	4474.1	4348.3	4599.9	64.2
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"1999"	"1999"	3363	64007	5254.1	5076.5	5431.7	90.6
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2000"	"2000"	3462	64326	5382.0	5202.7	5561.2	91.5
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2001"	"2001"	3451	65942	5233.4	5058.8	5408.0	89.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2002"	"2002"	3305	67192	4918.7	4751.0	5086.4	85.6
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2003"	"2003"	3384	70903	4772.7	4611.9	4933.5	82.0
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2004"	"2004"	3378	69856	4835.7	4672.6	4998.7	83.2
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2005"	"2005"	3405	69886	4872.2	4708.6	5035.9	83.5
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2006"	"2006"	3115	70049	4446.9	4290.7	4603.1	79.7
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2007"	"2007"	3037	69666	4359.4	4204.3	4514.4	79.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2008"	"2008"	3148	74357	4233.6	4085.7	4381.5	75.5
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2009"	"2009"	2908	69140	4206.0	4053.1	4358.8	78.0
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2010"	"2010"	2888	68800	4197.7	4044.6	4350.8	78.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2011"	"2011"	3079	73844	4169.6	4022.3	4316.9	75.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2012"	"2012"	2917	73901	3947.2	3803.9	4090.4	73.1
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2013"	"2013"	3087	78580	3928.5	3789.9	4067.1	70.7
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2014"	"2014"	3159	80106	3943.5	3806.0	4081.0	70.2
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2015"	"2015"	3113	79666	3907.6	3770.3	4044.8	70.0
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2016"	"2016"	3200	83135	3849.2	3715.8	3982.5	68.0
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2017"	"2017"	3360	84240	3988.6	3853.7	4123.5	68.8
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2018"	"2018"	3395	91283	3719.2	3594.1	3844.3	63.8
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2019"	"2019"	3462	92920	3725.8	3601.7	3849.9	63.3
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	"2020 "	"2020"	4604	95927	4799.5	4660.8	4938.1	70.7
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	"1999"	"1999"	3561	58210	6117.5	5916.6	6318.4	102.5
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	"2000"	"2000"	3241	59232	5471.7	5283.3	5660.1	96.1
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	"2001"	"2001"	3431	61470	5581.6	5394.8	5768.4	95.3
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	"2002"	"2002"	3481	62525	5567.4	5382.4	5752.3	94.4
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	"2003"	"2003"	3421	63684	5371.8	5191.8	5551.8	91.8
